"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"Jefferson County Sheriff's Office settles lawsuit over mentally ill man's shooting for $2 million","","Patrick, Robert","St. Louis Post - Dispatch","Newspapers","","","","2019-04-20","Apr 20, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2211576343?accountid=11226&bdid=72302&_bd=ERnUYp3ExR1KRYPx%2B2ccuTH3JNc%3D",""
"Man in anthem attack convinced Trump ordered it, lawyer says","","","Chicago Tribune","Newspapers","","","","2019-08-09","Aug 9, 2019","9","","","10856706","","","ENG","https://www.proquest.com/docview/2269882576?accountid=11226&bdid=72302&_bd=TruRD87d%2F%2FKTfrOWqAkj2e8OaUk%3D",""
"Americans are resilient, even with all the chaos","","Victor Davis Hanson","Orlando Sentinel","Newspapers","","","","2019-03-11","Mar 11, 2019","A.7","","","","","","ENG","https://www.proquest.com/docview/2189476500?accountid=11226&bdid=72302&_bd=KeRW%2F5TkJ%2Bi2BGn3no9fSdAawqo%3D",""
"B Movies, Where the B Stands for Brutal","[Arts and Leisure Desk]","Hoberman, J","New York Times","Newspapers","","","","2019-09-29","Sep 29, 2019","AR.12","","AR.12","03624331","","","ENG","https://www.proquest.com/docview/2298942204?accountid=11226&bdid=72302&_bd=czp7F5Y22oxHt6OWdskvDCCgB9c%3D",""
"Chicago Turns Into the City of the Cold Shoulders","[National Desk]","Bosman, Julie","New York Times","Newspapers","","","","2019-10-29","Oct 29, 2019","A.23","","A.23","03624331","","","ENG","https://www.proquest.com/docview/2309605916?accountid=11226&bdid=72302&_bd=svMl%2BDve%2FxWW1ZhMSY%2FbFUJIZCk%3D",""
"Detectives explore poison theory while interviewing ex in strangulation case","","Harris, David","Orlando Sentinel","Newspapers","","","","2019-05-19","May 19, 2019","B.1","","","","","","ENG","https://www.proquest.com/docview/2226956762?accountid=11226&bdid=72302&_bd=EEm7JDQJDTVNZBFKnvnpoZxIO0M%3D",""
"The Hero Who Made Superman Jealous","[Arts and Leisure Desk]","Fuller, Devin","New York Times","Newspapers","","","","2019-04-14","Apr 14, 2019","AR.12","","AR.12","03624331","","","ENG","https://www.proquest.com/docview/2209189351?accountid=11226&bdid=72302&_bd=TmeZvsPqywZ6DFvd7bKWIbUXkeE%3D",""
"6 in France Are Convicted Of Plotting Roma Attack","[Foreign Desk]","Breeden, Aurelien","New York Times","Newspapers","","","","2019-07-04","Jul 4, 2019","A.9","","A.9","03624331","","","ENG","https://www.proquest.com/docview/2251564364?accountid=11226&bdid=72302&_bd=ZGmiWGk%2FKznlK3VI5ceVCcOT7mY%3D",""
"AT THE MOVIES; SUNDANCE FILM FESTIVAL; Bold, brutal visions; Four female filmmakers blaze trails with their powerful tales","","Chang, Justin","Los Angeles Times","Newspapers","","","","2019-02-01","Feb 1, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2174138801?accountid=11226&bdid=72302&_bd=c0jH4B8oYma8l3AYjaMDmr43o%2FQ%3D",""
"Police avoid risk of 'suicide by cop'; Some smaller agencies in California are more selective in answering suicide calls for fear of provoked shootings.","","Chabria, Anita","Los Angeles Times","Newspapers","","","","2019-08-10","Aug 10, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2270341121?accountid=11226&bdid=72302&_bd=MbZVtniaS8%2Fie1K8qXiLhxAfTdY%3D",""
"State Dept. Says Guaidó Controls U.S. Accounts","[Foreign Desk]","Wong, Edward","New York Times","Newspapers","","","","2019-01-30","Jan 30, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2172524365?accountid=11226&bdid=72302&_bd=FZ9iQ0%2FRiSjIZmdKgbNtHTXd%2Bj4%3D",""
"A Drug Lair, a Trail of Grief and a Political Activist Under Arrest","[National Desk]","Holson, Laura M; Del Real, Jose A","New York Times","Newspapers","","","","2019-09-19","Sep 19, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2292705520?accountid=11226&bdid=72302&_bd=cQpCiC8POfmC03rolUsaaXsTv8w%3D",""
"Editorial: Mexico's drug cartels have more than earned Trump's 'terrorist' label","","","St. Louis Post - Dispatch","Newspapers","","","","2019-12-03","Dec 3, 2019","A.8","","","19309600","","","ENG","https://www.proquest.com/docview/2320870855?accountid=11226&bdid=72302&_bd=1znR4LTJwP8cqppNwT%2F1bEt2MP0%3D",""
"This weekend threatens more gun deaths in Chicago -- and not just for young men","","","Chicago Tribune","Newspapers","","","","2019-07-03","Jul 3, 2019","19","","","10856706","","","ENG","https://www.proquest.com/docview/2250946854?accountid=11226&bdid=72302&_bd=61I2cTf1AoV%2BiXRUsyClW%2ByKcXo%3D",""
"Lack of education a big problem with prisons commentary","","Maxwell, Scott","Orlando Sentinel","Newspapers","","","","2019-08-18","Aug 18, 2019","B.1","","","","","","ENG","https://www.proquest.com/docview/2274629863?accountid=11226&bdid=72302&_bd=51lH9h9HjLEKu7HeCZd3dy%2FiCyY%3D",""
"China Sends New Troops to City; 2 Protest Organizers Attacked","[Foreign Desk]","Austin Ramzy","New York Times","Newspapers","","","","2019-08-30","Aug 30, 2019","A.12","","A.12","03624331","","","ENG","https://www.proquest.com/docview/2282208289?accountid=11226&bdid=72302&_bd=b44f0B%2Fbs9uFTwRxycEQMxmDdKQ%3D",""
"This Town Repressed the Memory of a Brutal Racial Attack, Until Now","[National Desk]","Burch, Audra D S","New York Times","Newspapers","","","","2019-02-09","Feb 9, 2019","A.17","","A.17","03624331","","","ENG","https://www.proquest.com/docview/2177518420?accountid=11226&bdid=72302&_bd=fIHXNM1NDAB6yegcx%2BNHyQ5lwnQ%3D",""
"Letters to the editor, Aug. 29","","","St. Louis Post - Dispatch","Newspapers","","","","2019-08-29","Aug 29, 2019","A.10","","","19309600","","","ENG","https://www.proquest.com/docview/2281859293?accountid=11226&bdid=72302&_bd=z9TwB9i7qeS06O5sVgxBwH%2B4kH4%3D",""
"LAW AND ORDER","","","St. Louis Post - Dispatch","Newspapers","","","","2019-06-26","Jun 26, 2019","A.7","","","19309600","","","ENG","https://www.proquest.com/docview/2246851741?accountid=11226&bdid=72302&_bd=6kNDrJGayV4sfMjJjINtEEctnhg%3D",""
"Bland avoids jail, gets probation; Ex-USC coach thrust into men's basketball corruption case says he wants to move on.","","Fenno, Nathan","Los Angeles Times","Newspapers","","","","2019-06-06","Jun 6, 2019","D.1","","D.1","04583035","","","ENG","https://www.proquest.com/docview/2235495682?accountid=11226&bdid=72302&_bd=MBu7VGbj%2BCNzPu2FX3Elk1gdaTA%3D",""
"Deal before trial in 2017 fetish murder","British citizen pleads guilty, to testify against ex-professor","Crepeau, Megan","Chicago Tribune","Newspapers","","","","2019-07-23","Jul 23, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2262017268?accountid=11226&bdid=72302&_bd=PLshspKvgJRXdbo9x8MYkEtrfNY%3D",""
"A Red-Flag Law to Tackle Gun Violence","[Op-Ed]","Rubio, Marco","New York Times","Newspapers","","","","2019-09-13","Sep 13, 2019","A.31","","A.31","03624331","","","ENG","https://www.proquest.com/docview/2289224333?accountid=11226&bdid=72302&_bd=mMq%2F8Bua3QIZTs%2FtbSKeocAagh0%3D",""
"Getting Over a Divorce, He Got Tangled With El Chapo","[Metropolitan Desk]","Feuer, Alan","New York Times","Newspapers","","","","2019-01-08","Jan 8, 2019","A.21","","","03624331","","","ENG","https://www.proquest.com/docview/2164426161?accountid=11226&bdid=72302&_bd=%2F%2FMoFgooJRq3sEIZhX4jy93Bf9Y%3D",""
"Gun violence can be reduced with public health techniques","","Williams, Michelle A; Bassett, Mary T","Los Angeles Times","Newspapers","","","","2019-07-30","Jul 30, 2019","A.11","","A.11","04583035","","","ENG","https://www.proquest.com/docview/2266226060?accountid=11226&bdid=72302&_bd=oo1W0lfH4diav1HMUMsjNyCCFhU%3D",""
"A Push to Reform the System From Within","[Metropolitan Desk]","Bellafante, Ginia","New York Times","Newspapers","","","","2019-05-26","May 26, 2019","MB.3","","MB.3","03624331","","","ENG","https://www.proquest.com/docview/2230019001?accountid=11226&bdid=72302&_bd=CTmHtEZvlR8L6xea7jTbmo0tGt4%3D",""
"Feds: St. Louis man admits fatal shooting of 7-year-old Xavier Usanga","","Patrick, Robert; Rice, Rachel; Byers, Christine","St. Louis Post - Dispatch","Newspapers","","","","2019-08-17","Aug 17, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2274374948?accountid=11226&bdid=72302&_bd=yTvWXp%2BRUk5pxVEFylr5IBsUuE4%3D",""
"The Anatomy of White Terror","[Op-Ed]","Seierstad, Asne","New York Times","Newspapers","","","","2019-03-19","Mar 19, 2019","A.27","","A.27","03624331","","","ENG","https://www.proquest.com/docview/2193440808?accountid=11226&bdid=72302&_bd=lbmKl5lKvFS699GpP3WqBjASo4Q%3D",""
"Glimpse inside China's mass detention camps","Documents reveal 'cultural genocide' of ethnic minorities","","Chicago Tribune","Newspapers","","","","2019-11-25","Nov 25, 2019","9","","","10856706","","","ENG","https://www.proquest.com/docview/2317540374?accountid=11226&bdid=72302&_bd=tjQgeZhurfhI9ovt4AhEtrj9QAQ%3D",""
"THE WORLD; Scope of Hong Kong protests widens; Young activists reach out to tourists from mainland China at march in Kowloon.","","Su, Alice","Los Angeles Times","Newspapers","","","","2019-07-08","Jul 8, 2019","A.3","","A.3","04583035","","","ENG","https://www.proquest.com/docview/2253027667?accountid=11226&bdid=72302&_bd=NKXBW2cq3stsnTY81pT9tja%2FRlg%3D",""
"State's Attorney Foxx gets challenger","Democrat and former prosecutor announces plan","Sweeney, Annie","Chicago Tribune","Newspapers","","","","2019-09-03","Sep 3, 2019","4","","","10856706","","","ENG","https://www.proquest.com/docview/2283197536?accountid=11226&bdid=72302&_bd=gL19ad31S6OP15%2BMIGnLtyqDy24%3D",""
"A Push to Reform the System From Within","[Metropolitan Desk]","Bellafante, Ginia","New York Times","Newspapers","","","","2019-05-26","May 26, 2019","MB.3","","MB.3","03624331","","","ENG","https://www.proquest.com/docview/2230009047?accountid=11226&bdid=72302&_bd=B20N2qTgqenM28ek76JugkFv%2FWc%3D",""
"Mobster's Hit Was Ordered by Son, Prosecutors Say","[Metropolitan Desk]","Wilson, Michael","New York Times","Newspapers","","","","2019-06-20","Jun 20, 2019","A.26","","A.26","03624331","","","ENG","https://www.proquest.com/docview/2243269747?accountid=11226&bdid=72302&_bd=0DMUjp36hITisjTtfezYJN71ytU%3D",""
"Judge convicts man of 2017 rape, murder [Corrected 06/29/2019]","","Houde, George","Chicago Tribune","Newspapers","","","","2019-06-28","Jun 28, 2019","8","","","10856706","","","ENG","https://www.proquest.com/docview/2248215196?accountid=11226&bdid=72302&_bd=kyc52BbtS1qDxKuDw5VmsBX4Hig%3D",""
"Violence in Mexico is real, so let's stop ignoring","","","Arizona Republic","Newspapers","","","","2019-06-15","Jun 15, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2242992256?accountid=11226&bdid=72302&_bd=OHnowuvE6gCpsjQRmm6h1zfRx5s%3D",""
"Movie listings","","","Chicago Tribune","Newspapers","","","","2019-12-05","Dec 5, 2019","28","","","10856706","","","ENG","https://www.proquest.com/docview/2321560062?accountid=11226&bdid=72302&_bd=HXYqULpaDdkBUFuJyxDn2GWwmN8%3D",""
"Trump blames bigotry -- but not gun policy; He tries to comfort a grieving nation but doesn't back calls for stricter laws","","Stokols, Eli","Los Angeles Times","Newspapers","","","","2019-08-06","Aug 6, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2268491543?accountid=11226&bdid=72302&_bd=%2FFGGdF%2Btp%2Ba%2BFOqiwxfT%2FKhZzUQ%3D",""
"As Economy Slows, Youthful Optimism Grows","[Foreign Desk]","Bradsher, Keith","New York Times","Newspapers","","","","2019-04-12","Apr 12, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2207726099?accountid=11226&bdid=72302&_bd=4GtkT5k%2BI8nZJclhWZZC7RR4gNY%3D",""
"AT THE MOVIES: REVIEWS; 'FIRST LOVE'; Madcap, jovial thriller-romance; Japanese director Takashi Miike leans into gangster-movie cliches with gusto","","Chang, Justin","Los Angeles Times","Newspapers","","","","2019-09-27","Sep 27, 2019","E.6","","E.6","04583035","","","ENG","https://www.proquest.com/docview/2297723947?accountid=11226&bdid=72302&_bd=OccNjhmquxEKMBCCIZv6qFqVf6Y%3D",""
"Prosecutors Request a Lenient Sentence for Tekashi69","[Correction]","Shanahan, Ed; Weiser, Benjamin","New York Times","Newspapers","","","","2019-12-06","Dec 6, 2019","A.27","","A.27","03624331","","","ENG","https://www.proquest.com/docview/2322039086?accountid=11226&bdid=72302&_bd=LURitqTX0AROTB8hoEM5iVqG0F8%3D",""
"Gunman Said He Was Aiming For Mexicans","[National Desk]","Bogel-Burroughs, Nicholas","New York Times","Newspapers","","","","2019-08-10","Aug 10, 2019","A.13","","A.13","03624331","","","ENG","https://www.proquest.com/docview/2270338138?accountid=11226&bdid=72302&_bd=FFB0R36m9OckOJ1gmuJUgg4mNpU%3D",""
"Nation & World Digest: Violence spreads in Hong Kong protests","","services","St. Louis Post - Dispatch","Newspapers","","","","2019-07-23","Jul 23, 2019","A.11","","","19309600","","","ENG","https://www.proquest.com/docview/2262504599?accountid=11226&bdid=72302&_bd=uo9oWlIIiwY9i6uJSSuuhWggnNU%3D",""
"Clown spooks, but Losers' Club connection flops [Corrected 09/07/2019]","","Walsh, Katie","Chicago Tribune","Newspapers","","","","2019-09-06","Sep 6, 2019","3","","","10856706","","","ENG","https://www.proquest.com/docview/2284925665?accountid=11226&bdid=72302&_bd=i%2BOD2rt9ieqyP56qIO2%2FXqFkPFI%3D",""
"voices","","","Arizona Republic","Newspapers","","","","2019-07-30","Jul 30, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2266264800?accountid=11226&bdid=72302&_bd=b61LHRqzagIgePRLSMAhT77e3ns%3D",""
"Mayor of St. Louis urges Missouri lawmakers to let city require concealed weapon permits","","Barker, Jacob","St. Louis Post - Dispatch","Newspapers","","","","2019-08-29","Aug 29, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2281814138?accountid=11226&bdid=72302&_bd=N%2FurJvHbyR1Aaz5WXEdqmGK0bwk%3D",""
"Officials Say Student Wanted ISIS to Hit Colleges","[National Desk]","Zaveri, Mihir","New York Times","Newspapers","","","","2019-11-27","Nov 27, 2019","A.18","","A.18","03624331","","","ENG","https://www.proquest.com/docview/2318409372?accountid=11226&bdid=72302&_bd=4wf3DDw6zLS6E79We%2BBCI15b13k%3D",""
"AT THE MOVIES; REVIEW; BACK IN TOWN; And so are those now-grown kids in the not-so-scary 'It' sequel","","Yamato, Jen","Los Angeles Times","Newspapers","","","","2019-09-06","Sep 6, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2284804489?accountid=11226&bdid=72302&_bd=toJasa5PoreUtAI9bxkt2Q%2BJAI4%3D",""
"Portland's Antifa Impunity","","","Wall Street Journal","Newspapers","","","","2019-07-29","Jul 29, 2019","A.16","","","00999660","","","ENG","https://www.proquest.com/docview/2265500476?accountid=11226&bdid=72302&_bd=%2BPdP7ES9siMk2W0kHVGfo3KYATQ%3D",""
"'Worthless.' 'Gutless.' Online Attacks Rise When the Mayor Is a Woman.","[National Desk]","Hassan, Adeel","New York Times","Newspapers","","","","2019-12-24","Dec 24, 2019","A.16","","A.16","03624331","","","ENG","https://www.proquest.com/docview/2330005975?accountid=11226&bdid=72302&_bd=yLtuDXn6Dkvaq4GgbAiFswsP9tw%3D",""
"Author was hired to teach -- until someone read his book [Corrected 07/13/2019]","A third-generation Olivet Nazarene grad ruffled a few feathers","Day, Jennifer","Chicago Tribune","Newspapers","","","","2019-07-11","Jul 11, 2019","1","","","10856706","","","ENG","https://www.proquest.com/docview/2255282293?accountid=11226&bdid=72302&_bd=um7IoYMl3%2BNV0BB2bu%2FdTrhGuXY%3D",""
"Rumors of Abduction Flare Up in France, and Roma Become Scapegoats","[Foreign Desk]","Breeden, Aurelien","New York Times","Newspapers","","","","2019-03-29","Mar 29, 2019","A.9","","A.9","03624331","","","ENG","https://www.proquest.com/docview/2198902962?accountid=11226&bdid=72302&_bd=PuOLllfytWCsbIgsf9fQrYHrNjQ%3D",""
"Higher reward offered as police hunt for gunman who shot high school coach in Berkeley","","Bell, Kim","St. Louis Post - Dispatch","Newspapers","","","","2019-02-23","Feb 23, 2019","A.2","","","19309600","","","ENG","https://www.proquest.com/docview/2185083192?accountid=11226&bdid=72302&_bd=fR6hbskrcckGzXC5kblFCXq%2BYLI%3D",""
"SAUGUS HIGH SCHOOL SHOOTING; On 16th birthday, he grabbed a gun and opened fire","","Vives, Ruben; Mejia, Brittny; Mozingo, Joe; Reyes-Velarde, Alejandra","Los Angeles Times","Newspapers","","","","2019-11-15","Nov 15, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2314463315?accountid=11226&bdid=72302&_bd=rbT8rwYxWk6yjU%2FmGoP6DnWPErM%3D",""
"THE GOLD STANDARD; It was a mob scene; The world premiere of Martin Scorsese's 'The Irishman' draws a crush of starry well-wishers to a Tavern on the Green after-party","","Whipp, Glenn","Los Angeles Times","Newspapers","","","","2019-09-30","Sep 30, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2299063786?accountid=11226&bdid=72302&_bd=9GiLl6Qu9I4Zld7DmEZ5kvrcQX4%3D",""
"Law & order","","","St. Louis Post - Dispatch","Newspapers","","","","2019-04-04","Apr 4, 2019","A.7","","","19309600","","","ENG","https://www.proquest.com/docview/2202794868?accountid=11226&bdid=72302&_bd=Kute3WCp1pCZgci1zsPTC2qYkqM%3D",""
"Men linked to Smollett sue for defamation","Actor's attorneys ridicule brothers' lawsuit as 'comical'","Crepeau, Megan; Meisner, Jason","Chicago Tribune","Newspapers","","","","2019-04-24","Apr 24, 2019","4","","","10856706","","","ENG","https://www.proquest.com/docview/2213052935?accountid=11226&bdid=72302&_bd=sybh9RLpMKbjpSlxy412YH2LKsE%3D",""
"CITY & STATE; Mongols fined, but win on logo; $500,000 penalty is half what prosecutors sought, and new bid to wrest trademark fails.","","Rubin, Joel","Los Angeles Times","Newspapers","","","","2019-05-19","May 19, 2019","B.4","","B.4","04583035","","","ENG","https://www.proquest.com/docview/2226927908?accountid=11226&bdid=72302&_bd=7%2Bf%2FMdhhCd4q0MIWToHOXm8fUU4%3D",""
"Sri Lanka's Unending Civil War","[Editorial]","","New York Times","Newspapers","","","","2019-04-23","Apr 23, 2019","A.22","","A.22","03624331","","","ENG","https://www.proquest.com/docview/2212576402?accountid=11226&bdid=72302&_bd=dOWYsb4C0bOSFbzICb2%2BlF3k2O0%3D",""
"Shoplifter at Menards uses getaway car to hit, critically injure worker outside St. Louis County store","","Bell, Kim","St. Louis Post - Dispatch","Newspapers","","","","2019-09-27","Sep 27, 2019","A.9","","","19309600","","","ENG","https://www.proquest.com/docview/2298117575?accountid=11226&bdid=72302&_bd=69R7p8kCMzMYQLThbY68PRO41hQ%3D",""
"BOOK REVIEW; The high price of moral numbness","","Woods, Paula L","Los Angeles Times","Newspapers","","","","2019-08-18","Aug 18, 2019","F.8","","F.8","04583035","","","ENG","https://www.proquest.com/docview/2274596535?accountid=11226&bdid=72302&_bd=fUAzw5uu5CZn16FjVFYSiwo5zBc%3D",""
"Murder case puts religion on trial","Man's defense in death-penalty case: Scientology made him do it","Ruelas, Richard","Arizona Republic","Newspapers","","","","2019-02-09","Feb 9, 2019","A.1","","","08928711","","","ENG","https://www.proquest.com/docview/2177602714?accountid=11226&bdid=72302&_bd=6wz6tLEiN9%2FiZxaOG8tmTYXSBzo%3D",""
"Movie listings","","","Chicago Tribune","Newspapers","","","","2019-10-03","Oct 3, 2019","28","","","10856706","","","ENG","https://www.proquest.com/docview/2300056414?accountid=11226&bdid=72302&_bd=kNZKVu7LVHGWVVRIXhLEprHmP1o%3D",""
"REVIEW --- Books -- Five Best: Novels of Social Class: Steve Fraser --- The author of 'Class Matters: The Strange Career of an American Delusion'","","Fraser, Steve","Wall Street Journal","Newspapers","","","","2019-06-22","Jun 22, 2019","C.10","","","00999660","","","ENG","https://www.proquest.com/docview/2244517830?accountid=11226&bdid=72302&_bd=ehzQQYh9gzqK%2BWk3N3EHBpf%2F6Hw%3D",""
"Russia Targets Anti-Graft Group as Unrest Grows","[Foreign Desk]","Higgins, Andrew","New York Times","Newspapers","","","","2019-08-04","Aug 4, 2019","A.9","","A.9","03624331","","","ENG","https://www.proquest.com/docview/2268124391?accountid=11226&bdid=72302&_bd=I40Iuyew8JGyJW00Rlbmr%2F19%2BxA%3D",""
"Messenger: Want to help cure violence in St. Louis? Close the Workhouse.","","Messenger, Tony","St. Louis Post - Dispatch","Newspapers","","","","2019-08-26","Aug 26, 2019","A.2","","","19309600","","","ENG","https://www.proquest.com/docview/2279730839?accountid=11226&bdid=72302&_bd=9%2FmJ8x30YXOPT%2BTJwMZY%2BOFnSUQ%3D",""
"PROFILE; Mile by mile, parolee charts new path; Fresh out of prison, a former lifer finds meaning, motivation in marathon training.","","SAM-OMAR HALL","Los Angeles Times","Newspapers","","","","2019-03-24","Mar 24, 2019","B.2","","B.2","04583035","","","ENG","https://www.proquest.com/docview/2196113612?accountid=11226&bdid=72302&_bd=kpMyTisXLuSVv7NrJT0WKY8Hvss%3D",""
"Phillips takes on 'Joker' queries; Film's director delves into some ambiguities viewers have cited in his controversial hit.","","Rottenberg, Josh","Los Angeles Times","Newspapers","","","","2019-10-14","Oct 14, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2304782558?accountid=11226&bdid=72302&_bd=D1qruP9vrtTnArsyayuMTGLHvWs%3D",""
"VOICE OF THE PEOPLE","","","Chicago Tribune","Newspapers","","","","2019-06-08","Jun 8, 2019","10","","","10856706","","","ENG","https://www.proquest.com/docview/2236604396?accountid=11226&bdid=72302&_bd=VZkCi%2FuafA3%2BU6XOjIB8%2FoQT67k%3D",""
"Migrants in Hospitals Are Treated Like Felons, Doctors Say","[National Desk]","Fink, Sheri","New York Times","Newspapers","","","","2019-06-10","Jun 10, 2019","A.17","","A.17","03624331","","","ENG","https://www.proquest.com/docview/2237441002?accountid=11226&bdid=72302&_bd=OxKdRAvrGghwimCQEb4TQHSIn%2B8%3D",""
"The Lost Promise of Reconstruction","[Op-Ed]","Foner, Eric","New York Times","Newspapers","","","","2019-09-08","Sep 8, 2019","SR.7","","SR.7","03624331","","","ENG","https://www.proquest.com/docview/2286177620?accountid=11226&bdid=72302&_bd=gRjzUQ8t%2F1V%2BtlafvUSKZYH7KFk%3D",""
"Greater New York Watch","","","Wall Street Journal","Newspapers","","","","2019-07-10","Jul 10, 2019","A.12B","","","00999660","","","ENG","https://www.proquest.com/docview/2254295650?accountid=11226&bdid=72302&_bd=x2RQ7%2FfpUA5kg35%2FpCi0BrHQs9Q%3D",""
"'The talk' needs an update; As a black parent, I know the importance of schooling my kids about interactions with police.","","Belk, Judy","Los Angeles Times","Newspapers","","","","2019-11-03","Nov 3, 2019","A.20","","A.20","04583035","","","ENG","https://www.proquest.com/docview/2311301884?accountid=11226&bdid=72302&_bd=caHhBd4xxDewo00%2FknyL1nlPadc%3D",""
"Progressives Take Sides On Bill to Decriminalize Sex Trade in Washington","[National Desk]","Williams, Timothy","New York Times","Newspapers","","","","2019-10-18","Oct 18, 2019","A.12","","A.12","03624331","","","ENG","https://www.proquest.com/docview/2306399042?accountid=11226&bdid=72302&_bd=FrElFWSgoa%2FwI4XuT4q5WUKOdHs%3D",""
"Crystal Lake community rallies for young refugee held by ICE","Teen, dad fear return to Honduras violence they fled","Marrazzo, Amanda","Chicago Tribune","Newspapers","","","","2019-12-12","Dec 12, 2019","7","","","10856706","","","ENG","https://www.proquest.com/docview/2324832856?accountid=11226&bdid=72302&_bd=ZL1Y%2BuwD2%2BAiFn08paybGClKrR8%3D",""
"Hidden battle over the state's high-profile vaccination law; In the debate over SB 276, a lobby of parents emerged as a political force in Sacramento.","","Gutierrez, Melody; Luna, Taryn; Myers, John","Los Angeles Times","Newspapers","","","","2019-09-22","Sep 22, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2294850945?accountid=11226&bdid=72302&_bd=FJBrB6h8778P6qtOJUf2weRzA38%3D",""
"Statement By Beijing Could Roil Hong Kong","[Foreign Desk]","Buckley, Chris; Austin Ramzy","New York Times","Newspapers","","","","2019-07-30","Jul 30, 2019","A.6","","A.6","03624331","","","ENG","https://www.proquest.com/docview/2266222339?accountid=11226&bdid=72302&_bd=WymPF7jj9WxFG2%2BtKU%2B4fX7acR8%3D",""
"Guns make hate lethal; Readers wrote in saying ownership restrictions won't make any difference. That's just nonsense.","","Lopez, Steve","Los Angeles Times","Newspapers","","","","2019-08-07","Aug 7, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2268886727?accountid=11226&bdid=72302&_bd=II2d7owqx9FOoU3wmTGu2%2BOoFDk%3D",""
"Trump should meet these inspiring immigrants","","Lopez, Steve","Los Angeles Times","Newspapers","","","","2019-08-21","Aug 21, 2019","B.1","","B.1","04583035","","","ENG","https://www.proquest.com/docview/2276718733?accountid=11226&bdid=72302&_bd=4NchM5eSyISL17MOj7KV%2FZ%2F3HkQ%3D",""
"AT THE MOVIES: REVIEWS; 'POLAR'; Toxic brew sparks few thrills; There's little entertainment to be had with killers out for blood in the worst way","","Abele, Robert","Los Angeles Times","Newspapers","","","","2019-01-25","Jan 25, 2019","E.8","","E.8","04583035","","","ENG","https://www.proquest.com/docview/2170811131?accountid=11226&bdid=72302&_bd=1TAuMvSg9z1cYF5nROapVSNMCTI%3D",""
"How to Get Away With Sociopathy","[The Arts/Cultural Desk]","Zinoman, Jason","New York Times","Newspapers","","","","2019-05-01","May 1, 2019","C.1","","C.1","03624331","","","ENG","https://www.proquest.com/docview/2217222825?accountid=11226&bdid=72302&_bd=e3RVxyQ1%2F2qaBGKQtx4xwAEUdvU%3D",""
"Boxer hopes for clemency","Charles Tanner says he's learned from his mistakes","Jacobs, Becky","Chicago Tribune","Newspapers","","","","2019-01-02","Jan 2, 2019","7","","","10856706","","","ENG","https://www.proquest.com/docview/2162421145?accountid=11226&bdid=72302&_bd=CqAmMoyBk9pu1z%2BZqoiYcRwAJiA%3D",""
"ELECTION 2020; Trump seeks to disavow chant; More GOP leaders criticize open racism displayed at rally, but try to distance him from the N.C. crowd.","","Bierman, Noah","Los Angeles Times","Newspapers","","","","2019-07-19","Jul 19, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2259707721?accountid=11226&bdid=72302&_bd=UWsJ%2FxW6FT8u7MB7v7ySeACD7%2BU%3D",""
"THE WORLD; Spain tries new tack to curb migrants; The country partners with Morocco to turn people away, alarming human rights groups.","","Bernhard, Meg","Los Angeles Times","Newspapers","","","","2019-03-10","Mar 10, 2019","A.3","","A.3","04583035","","","ENG","https://www.proquest.com/docview/2189253287?accountid=11226&bdid=72302&_bd=8d2IK9WtSSHrq2p3nDYxv0F6u0k%3D",""
"FBI releases Cmdr. Burge records from decades-old probe","","Gorner, Jeremy","Chicago Tribune","Newspapers","","","","2019-11-15","Nov 15, 2019","8","","","10856706","","","ENG","https://www.proquest.com/docview/2314498143?accountid=11226&bdid=72302&_bd=rFSSrWDg9D2aJNeWRfdjgWPEzKU%3D",""
